,dataSource,reviewId,searchKeyword,reviewSubject,reviewTarget,reviewUrl,author,reviewDate,rating,reviewText
10,GoogleMap,11,김천여관,숙박,새태양여인숙,https://www.google.com/maps/place/%EC%83%88%ED%83%9C%EC%96%91%EC%97%AC%EC%9D%B8%EC%88%99/data=!4m5!3m4!1s0x35659866be0cae0d:0xfb3b51441ae5fd87!8m2!3d36.1227301!4d128.1119285?authuser=0&hl=ko&rclk=1,김태수,,,
11,GoogleMap,12,김천여관,숙박,새태양여인숙,https://www.google.com/maps/place/%EC%83%88%ED%83%9C%EC%96%91%EC%97%AC%EC%9D%B8%EC%88%99/data=!4m5!3m4!1s0x35659866be0cae0d:0xfb3b51441ae5fd87!8m2!3d36.1227301!4d128.1119285?authuser=0&hl=ko&rclk=1,Sungdon Choi,,,
12,GoogleMap,13,김천여관,숙박,새태양여인숙,https://www.google.com/maps/place/%EC%83%88%ED%83%9C%EC%96%91%EC%97%AC%EC%9D%B8%EC%88%99/data=!4m5!3m4!1s0x35659866be0cae0d:0xfb3b51441ae5fd87!8m2!3d36.1227301!4d128.1119285?authuser=0&hl=ko&rclk=1,박성재,,,
13,GoogleMap,14,김천여관,숙박,하와이장,https://www.google.com/maps/place/%ED%95%98%EC%99%80%EC%9D%B4%EC%9E%A5/data=!4m5!3m4!1s0x356598623472ad75:0x7dab9933a7dbbb26!8m2!3d36.1261186!4d128.1078454?authuser=0&hl=ko&rclk=1,박영환,,,한창 리모델링 공사를 하고 있었습니다 .
14,GoogleMap,15,김천여관,숙박,하와이장,https://www.google.com/maps/place/%ED%95%98%EC%99%80%EC%9D%B4%EC%9E%A5/data=!4m5!3m4!1s0x356598623472ad75:0x7dab9933a7dbbb26!8m2!3d36.1261186!4d128.1078454?authuser=0&hl=ko&rclk=1,김재우,,,
15,GoogleMap,16,김천여관,숙박,하와이장,https://www.google.com/maps/place/%ED%95%98%EC%99%80%EC%9D%B4%EC%9E%A5/data=!4m5!3m4!1s0x356598623472ad75:0x7dab9933a7dbbb26!8m2!3d36.1261186!4d128.1078454?authuser=0&hl=ko&rclk=1,해바라기해바라기,,,
16,GoogleMap,17,김천여관,숙박,하와이장,https://www.google.com/maps/place/%ED%95%98%EC%99%80%EC%9D%B4%EC%9E%A5/data=!4m5!3m4!1s0x356598623472ad75:0x7dab9933a7dbbb26!8m2!3d36.1261186!4d128.1078454?authuser=0&hl=ko&rclk=1,이세준,,,
17,GoogleMap,18,김천여관,숙박,하와이장,https://www.google.com/maps/place/%ED%95%98%EC%99%80%EC%9D%B4%EC%9E%A5/data=!4m5!3m4!1s0x356598623472ad75:0x7dab9933a7dbbb26!8m2!3d36.1261186!4d128.1078454?authuser=0&hl=ko&rclk=1,김성주,,,
18,GoogleMap,1,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,김종오,1주 전,1.0,롬상태가 70년대 모텔. 비숫. 치솔 등 등 이. 이전사용자 것이 그대로 있음 좀 늦어 피곤해서 그냥 잦슴 다시는 이 가격 1100000에 자느니 다른 모텔이 더 낮겠슴 주자장도 만차. 부산 농심도 108000원에 편하고 청결한데 정말 아닌것 증명함
19,GoogleMap,2,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,seri song,2주 전,4.0,깔끔하고 있을 것이 딱 다 있다 침구가 깨끗하고 편안했다 위치가 베스트 주변 식당가 이용이 매우 편리하다 주차가 기계를 직접 다뤄야해서 별 하나 뺌
20,GoogleMap,3,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,김장원,1주 전,2.0,주장공간 부족하고 정비상태 불량합니다. 주변 먹거리는 많은건 좋아요.
21,GoogleMap,4,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,Hyoungyong kim,2달 전,3.0,김천혁신도시내에 유일한 호텔입니다. 회의실 대관을 주로 하는데 대안이 없어서 이용하는 편입니다.
22,GoogleMap,5,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,정명모,2달 전,4.0,호텔 세미나실에서 회의만 하였는데  전체적으로 조용하고 깨끗한 호텔로 김천 고속철도 역사에서 도보로 10분 거리임.
23,GoogleMap,6,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,워렌파파,1달 전,5.0,김천 포도CC  원정때 묵었던 숙소! 주위에 식당도 많고 깨끗하게  잘 쉬다옴
24,GoogleMap,7,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,김정아,3달 전,4.0,쾌적하고 침대도 편해요. 주변에 먹거리도 많구요. 샤워부스 벽면이랑 샤워기 거치대에 다른 손님 머리카락이 붙어있어서 찝찝했어요.
25,GoogleMap,8,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,EDWARD KIM,3달 전,3.0,가격만큼 깔끔하고 조용해서 좋네요 단 주차장이 너무 작아서 주차할곳이 없음
26,GoogleMap,9,김천게스트하우스,숙박,용소골펜션,https://www.google.com/maps/place/%EC%9A%A9%EC%86%8C%EA%B3%A8%ED%8E%9C%EC%85%98/data=!4m5!3m4!1s0x35659026cbe08519:0x96efea89382bf0ae!8m2!3d35.9684998!4d128.1744546?authuser=0&hl=ko&rclk=1,도팔개,,,수려한 자연경관이 좋네요. 동내인심도좋아요
27,GoogleMap,10,김천게스트하우스,숙박,용소골펜션,https://www.google.com/maps/place/%EC%9A%A9%EC%86%8C%EA%B3%A8%ED%8E%9C%EC%85%98/data=!4m5!3m4!1s0x35659026cbe08519:0x96efea89382bf0ae!8m2!3d35.9684998!4d128.1744546?authuser=0&hl=ko&rclk=1,페르모아,,,
28,GoogleMap,11,김천게스트하우스,숙박,한천민박,https://www.google.com/maps/place/%ED%95%9C%EC%B2%9C%EB%AF%BC%EB%B0%95/data=!4m5!3m4!1s0x35657a14545a0e1f:0xb5027c1ad0366675!8m2!3d36.0603722!4d127.8750916?authuser=0&hl=ko&rclk=1,조성보,,,방이 주인 거실을 통해들어가서 불편함
29,GoogleMap,12,김천게스트하우스,숙박,한천민박,https://www.google.com/maps/place/%ED%95%9C%EC%B2%9C%EB%AF%BC%EB%B0%95/data=!4m5!3m4!1s0x35657a14545a0e1f:0xb5027c1ad0366675!8m2!3d36.0603722!4d127.8750916?authuser=0&hl=ko&rclk=1,soonyong hong,,,
30,GoogleMap,13,김천게스트하우스,숙박,아리수,https://www.google.com/maps/place/%EC%95%84%EB%A6%AC%EC%88%98/data=!4m5!3m4!1s0x3565bc2f7ac2ef93:0xeb5d1e6ce2e15723!8m2!3d36.141395!4d128.2248433?authuser=0&hl=ko&rclk=1,구단주,,,조용하고 아늑해요!
31,GoogleMap,14,김천게스트하우스,숙박,아리수,https://www.google.com/maps/place/%EC%95%84%EB%A6%AC%EC%88%98/data=!4m5!3m4!1s0x3565bc2f7ac2ef93:0xeb5d1e6ce2e15723!8m2!3d36.141395!4d128.2248433?authuser=0&hl=ko&rclk=1,장재훈,,,
32,GoogleMap,15,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,김종오,1주 전,1.0,롬상태가 70년대 모텔. 비숫. 치솔 등 등 이. 이전사용자 것이 그대로 있음 좀 늦어 피곤해서 그냥 잦슴 다시는 이 가격 1100000에 자느니 다른 모텔이 더 낮겠슴 주자장도 만차. 부산 농심도 108000원에 편하고 청결한데 정말 아닌것 증명함
33,GoogleMap,16,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,seri song,2주 전,4.0,깔끔하고 있을 것이 딱 다 있다 침구가 깨끗하고 편안했다 위치가 베스트 주변 식당가 이용이 매우 편리하다 주차가 기계를 직접 다뤄야해서 별 하나 뺌
34,GoogleMap,17,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,김장원,1주 전,2.0,주장공간 부족하고 정비상태 불량합니다. 주변 먹거리는 많은건 좋아요.
35,GoogleMap,18,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,Hyoungyong kim,2달 전,3.0,김천혁신도시내에 유일한 호텔입니다. 회의실 대관을 주로 하는데 대안이 없어서 이용하는 편입니다.
36,GoogleMap,19,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,정명모,2달 전,4.0,호텔 세미나실에서 회의만 하였는데  전체적으로 조용하고 깨끗한 호텔로 김천 고속철도 역사에서 도보로 10분 거리임.
37,GoogleMap,20,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,워렌파파,1달 전,5.0,김천 포도CC  원정때 묵었던 숙소! 주위에 식당도 많고 깨끗하게  잘 쉬다옴
38,GoogleMap,21,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,김정아,3달 전,4.0,쾌적하고 침대도 편해요. 주변에 먹거리도 많구요. 샤워부스 벽면이랑 샤워기 거치대에 다른 손님 머리카락이 붙어있어서 찝찝했어요.
39,GoogleMap,22,김천게스트하우스,숙박,로제니아호텔,https://www.google.com/maps/place/%EB%A1%9C%EC%A0%9C%EB%8B%88%EC%95%84%ED%98%B8%ED%85%94/data=!4m8!3m7!1s0x3565bd7ba782b28b:0x5d0b3f7526453e18!5m2!4m1!1i2!8m2!3d36.1175931!4d128.1819973?authuser=0&hl=ko&rclk=1,EDWARD KIM,3달 전,3.0,가격만큼 깔끔하고 조용해서 좋네요 단 주차장이 너무 작아서 주차할곳이 없음
40,GoogleMap,23,김천게스트하우스,숙박,용소골펜션,https://www.google.com/maps/place/%EC%9A%A9%EC%86%8C%EA%B3%A8%ED%8E%9C%EC%85%98/data=!4m5!3m4!1s0x35659026cbe08519:0x96efea89382bf0ae!8m2!3d35.9684998!4d128.1744546?authuser=0&hl=ko&rclk=1,도팔개,,,수려한 자연경관이 좋네요. 동내인심도좋아요
41,GoogleMap,24,김천게스트하우스,숙박,용소골펜션,https://www.google.com/maps/place/%EC%9A%A9%EC%86%8C%EA%B3%A8%ED%8E%9C%EC%85%98/data=!4m5!3m4!1s0x35659026cbe08519:0x96efea89382bf0ae!8m2!3d35.9684998!4d128.1744546?authuser=0&hl=ko&rclk=1,페르모아,,,
42,GoogleMap,25,김천게스트하우스,숙박,한천민박,https://www.google.com/maps/place/%ED%95%9C%EC%B2%9C%EB%AF%BC%EB%B0%95/data=!4m5!3m4!1s0x35657a14545a0e1f:0xb5027c1ad0366675!8m2!3d36.0603722!4d127.8750916?authuser=0&hl=ko&rclk=1,조성보,,,방이 주인 거실을 통해들어가서 불편함
43,GoogleMap,26,김천게스트하우스,숙박,한천민박,https://www.google.com/maps/place/%ED%95%9C%EC%B2%9C%EB%AF%BC%EB%B0%95/data=!4m5!3m4!1s0x35657a14545a0e1f:0xb5027c1ad0366675!8m2!3d36.0603722!4d127.8750916?authuser=0&hl=ko&rclk=1,soonyong hong,,,
